,a casa de,a el cielo,a el contrario,a el de,a el día,a el entrar,a el escuchar,a el fin,a el general,a el hombre,a el instante,a el joven,a el lado,a el llegar,a el menos,a el mismo,a el momento,a el mundo,a el otro,a el oído,a el oír,a el parecer,a el pasar,a el pie,a el principio,a el pueblo,a el punto,a el que,a el salir,a el señor,a el suelo,a el través,a el ver,a el y,a la cabeza,a la calle,a la casa,a la ciudad,a la de,a la hora,a la joven,a la luz,a la mesa,a la mujer,a la puerta,a la que,a la sala,a la sazón,a la señora,a la vida,a la vista,a lo que,a los dos,a los ojos,a los pies,a los que,a mí me,a que se,a su casa,a su hija,a su hijo,a su lado,a su padre,a su vez,a todos los,a un hombre,a uno de,a ver a,a y a,así es que,cada uno de,cada vez más,cada vez que,casa de el,casa de la,cerca de el,cerca de la,con la cabeza,con la mano,con la mayor,con lo que,con los ojos,con que se,con toda la,de a el,de el alma,de el amor,de el brazo,de el camino,de el campo,de el cielo,de el conde,de el corazón,de el de,de el día,de el ejército,de el general,de el gobierno,de el hombre,de el joven,de el mar,de el mismo,de el mundo,de el otro,de el padre,de el país,de el pueblo,de el que,de el señor,de el sol,de el todo,de el y,de la calle,de la casa,de la ciudad,de la de,de la familia,de la hacienda,de la iglesia,de la joven,de la madre,de la mano,de la mesa,de la misma,de la muerte,de la mujer,de la naturaleza,de la noche,de la patria,de la plaza,de la puerta,de la que,de la sala,de la señora,de la sociedad,de la tierra,de la vida,de la y,de las que,de lo que,de los dos,de los hombres,de los más,de los que,de manera que,de mi alma,de mi corazón,de mi padre,de mi vida,de oro y,de que el,de que era,de que la,de que no,de que se,de su alma,de su casa,de su corazón,de su hija,de su hijo,de su madre,de su padre,de su vida,de sus ojos,de todas las,de todos los,de un hombre,de un modo,de una manera,de una mujer,de una vez,de uno de,de y de,de y el,de y la,de y que,dijo a el,dirigiendo se a,dos o tres,día en que,el alma de,el amor de,el brazo de,el camino de,el centro de,el conde de,el corazón de,el cuarto de,el cuerpo de,el de el,el de la,el deseo de,el día de,el día en,el día que,el día siguiente,el estado de,el extremo de,el fin de,el fondo de,el hijo de,el hombre de,el hombre que,el honor de,el jefe de,el lado de,el llegar a,el mismo tiempo,el momento de,el momento en,el mundo y,el nombre de,el objeto de,el padre de,el peso de,el pie de,el punto de,el que no,el que se,el recuerdo de,el resto de,el rostro de,el ruido de,el seno de,el través de,el ver la,en aquel momento,en casa de,en el acto,en el alma,en el camino,en el campo,en el centro,en el corazón,en el fondo,en el mismo,en el momento,en el mundo,en el patio,en el pecho,en el que,en el suelo,en ese momento,en este momento,en la cabeza,en la calle,en la casa,en la ciudad,en la frente,en la mano,en la mesa,en la misma,en la noche,en la plaza,en la puerta,en la que,en la sala,en la tierra,en la vida,en lo que,en nombre de,en presencia de,en que el,en que la,en que no,en que se,en su casa,en su corazón,en sus brazos,en sus manos,en toda la,en todas partes,en todos los,en una de,en uno de,en voz baja,es lo que,es preciso que,es que no,es verdad que,ha de ser,hora en que,la a el,la bondad de,la cabeza de,la cabeza y,la calle de,la calle y,la casa de,la casa y,la causa de,la de el,la de la,la entrada de,la esperanza de,la esposa de,la familia de,la fuerza de,la hija de,la historia de,la hora de,la idea de,la llegada de,la luz de,la madre de,la mano a,la mano de,la mano y,la mayor parte,la mitad de,la muerte de,la mujer que,la noche de,la noche y,la presencia de,la primera vez,la puerta de,la puerta y,la que se,la señora de,la sombra de,la vida de,la vida y,la vista de,la voz de,lado de el,lado de la,las manos de,las palabras de,las personas que,las puertas de,le a el,le dijo a,llegar a el,llegar a la,lo mismo que,lo que es,lo que ha,lo que había,lo que le,lo que me,lo que no,lo que pasaba,lo que se,lo que yo,lo único que,los brazos de,los de el,los de la,los ojos de,los ojos y,los pies de,los que se,luz de el,mayor parte de,me parece que,momento en que,más de lo,más de una,más o menos,más que el,más que un,más y más,no es verdad,no ha de,no hay que,no puede ser,no se había,no se le,no sé qué,nombre de el,otra cosa que,para ir a,para que la,para que no,para que se,parte de el,parte de la,pero a el,por la calle,por lo mismo,por lo que,por más que,por otra parte,por primera vez,por qué no,por su parte,por todas partes,puerta de el,puerta de la,que a el,que a la,que acababa de,que el de,que en el,que en la,que en su,que era el,que era un,que es el,que es la,que es un,que había sido,que iba a,que la de,que le había,que lo que,que me ha,que no era,que no es,que no había,que no le,que no lo,que no me,que no podía,que no se,que se ha,que se había,que se habían,que se hallaba,que se le,que se les,que se llama,que se me,que si no,que va a,que ya no,que yo no,salió de la,se a el,se a la,se a los,se a su,se acercó a,se apresuró a,se con el,se con la,se de el,se de la,se de su,se dirigió a,se en el,se en la,se en su,se puso a,se puso en,se trata de,sobre la mesa,todo el mundo,todo lo que,todos los días,todos los que,un hombre de,un hombre que,un momento de,un par de,un poco de,una de esas,una de las,una de sus,una especie de,uno de ellos,uno de esos,uno de los,uno de sus,y a el,y a la,y a las,y a los,y a su,y con el,y con la,y de el,y de la,y de las,y de los,y de su,y de sus,y en el,y en la,y en las,y en los,y en su,y le dijo,y lo que,y no se,y por eso,y por la,y por qué,y que la,y que no,y que se,y se dirigió,y se puso,y si no,y sin embargo,y sobre todo,y volvió a,yo no puedo,yo no sé
nh0196,0,0,2,4,15,3,0,12,30,1,0,0,10,4,4,12,0,3,1,6,4,1,1,2,3,3,3,4,3,11,1,0,4,1,8,3,4,3,5,2,1,0,2,0,2,2,2,1,0,1,2,7,2,1,1,13,3,11,7,5,0,6,2,10,17,2,1,1,6,5,3,0,1,1,1,5,2,1,0,6,2,0,8,1,9,0,1,1,3,3,2,0,0,1,8,13,24,39,1,2,1,13,1,3,3,9,8,2,4,0,8,7,0,9,3,4,9,8,2,2,0,2,1,4,1,0,0,2,7,10,2,6,1,1,0,0,4,7,4,17,5,5,6,8,21,5,1,3,0,5,13,6,3,12,21,1,2,1,4,0,2,1,1,0,6,5,3,6,2,1,2,1,6,7,2,5,10,8,2,3,2,0,0,1,8,1,1,1,2,5,4,0,3,1,0,17,1,1,6,2,0,2,3,3,12,9,3,5,3,4,0,3,1,5,0,3,5,0,1,3,4,0,0,3,0,0,4,0,8,0,3,1,9,0,3,7,3,7,2,1,0,0,2,2,2,7,5,1,2,4,2,1,4,5,4,2,2,0,0,6,1,2,3,4,6,31,3,2,3,1,2,3,6,0,1,0,14,0,3,0,2,1,0,1,7,3,6,1,9,1,1,5,2,2,0,2,5,3,2,0,5,4,4,1,0,2,2,4,4,2,2,0,1,0,0,3,5,0,3,1,0,3,0,2,7,3,2,7,1,5,8,4,4,2,3,22,4,2,6,3,3,4,5,18,5,1,3,5,3,4,0,0,7,1,4,2,4,1,1,3,4,2,0,1,1,0,0,2,12,0,1,4,8,3,19,19,5,6,4,4,4,16,7,2,1,5,15,9,2,3,12,1,7,1,0,3,3,15,3,7,1,5,12,8,1,10,3,3,5,1,9,9,2,7,5,30,6,24,10,0,49,8,1,5,2,2,6,3,1,15,8,2,2,2,12,1,2,7,7,2,15,11,5,5,3,5,1,1,5,11,3,9,2,1,1,0,2,0,5,1,5,2,0,24,3,19,2,2,5,1,6,3,11,5,5,9,4,3,7,6,2,3,1,7,4,0,4,3,2,1,3,14,2,2,1,4,5,1,6,0
nh0197,1,2,4,6,12,0,0,13,2,7,0,0,5,1,4,0,1,1,0,1,3,1,3,1,8,2,0,5,0,9,1,3,7,2,1,3,7,0,3,2,0,1,0,1,3,3,6,9,3,0,1,1,1,1,3,2,9,1,7,5,11,2,0,8,7,1,4,6,11,0,1,1,1,2,3,1,1,0,4,2,2,0,3,5,5,4,9,1,0,1,2,0,1,4,4,0,0,0,7,3,0,4,1,1,11,2,0,4,10,0,0,1,5,30,0,3,5,2,4,0,1,1,3,4,0,8,1,5,1,0,4,5,9,0,2,0,1,9,1,18,2,5,3,8,37,6,2,0,1,1,2,4,7,6,7,1,5,2,3,2,1,0,5,3,9,2,5,2,9,0,3,3,2,3,2,0,3,6,3,1,4,11,1,2,6,0,5,1,4,10,11,4,10,2,1,9,0,0,0,3,1,1,5,3,0,6,0,0,3,2,4,6,3,3,0,1,0,1,2,2,3,0,2,0,3,1,0,4,0,2,0,5,2,4,5,5,4,7,4,0,4,1,2,1,1,2,22,0,3,2,4,0,4,0,6,11,13,0,3,4,2,1,4,1,4,9,6,0,0,0,4,3,9,0,2,1,10,0,2,2,8,1,0,7,2,1,3,2,47,3,5,1,4,1,1,0,7,1,1,3,3,8,1,1,3,5,1,0,9,0,0,1,5,1,0,2,9,3,2,3,1,3,0,3,1,0,0,9,1,0,3,4,9,0,0,9,10,2,1,4,3,4,1,6,5,2,0,1,0,2,3,9,2,0,9,4,3,5,1,5,2,4,7,11,1,3,1,2,2,2,3,1,2,0,7,2,4,4,3,1,2,3,1,8,4,4,7,4,1,4,7,3,4,3,4,8,2,2,3,1,1,2,0,7,0,3,3,3,3,4,0,5,4,6,2,15,2,6,0,0,5,2,13,2,4,5,2,7,2,4,3,2,1,4,1,1,1,3,5,0,4,2,5,0,7,3,8,0,12,9,12,1,1,3,0,1,6,10,11,3,3,0,5,7,1,19,5,7,3,7,3,2,9,11,3,2,1,0,8,6,1,0,1,3,4,4,0,1,0,1,1,4,2,7,5,2,6,1,2,8
nh0198,6,0,1,0,4,3,0,24,3,1,0,5,0,5,0,3,0,0,0,2,6,1,3,0,1,0,1,2,2,4,2,3,9,3,0,7,6,0,2,1,0,0,2,0,10,1,1,0,4,1,1,6,1,1,0,5,6,3,8,1,0,2,1,0,3,1,1,0,2,0,0,5,0,13,1,0,1,2,0,0,2,1,1,3,3,1,1,1,0,2,1,0,2,3,7,3,0,2,0,6,0,2,5,2,6,0,3,8,12,1,4,9,4,7,5,1,0,0,0,5,0,0,4,1,1,0,0,2,2,1,7,4,3,1,0,3,4,1,0,12,1,1,1,3,0,2,2,0,1,1,3,2,6,7,4,1,4,0,0,0,0,2,0,3,5,4,0,4,2,0,4,0,2,3,1,1,3,1,3,1,0,4,1,4,0,0,1,0,1,1,1,3,3,1,1,5,1,1,5,1,0,0,1,0,4,0,3,2,0,0,1,4,1,0,0,0,2,3,1,2,1,1,4,0,2,0,7,5,1,0,1,0,0,3,1,1,1,4,3,0,0,1,0,3,1,13,6,2,2,7,0,2,3,2,2,1,3,0,0,2,5,1,0,1,0,4,7,1,0,0,1,2,1,0,1,5,1,2,1,0,3,1,2,0,1,4,8,4,20,0,0,7,0,0,2,1,2,1,1,0,1,1,1,4,0,1,1,2,6,3,1,0,1,2,2,0,11,4,0,0,1,0,0,1,9,0,0,0,4,0,1,2,1,1,3,6,1,0,1,3,2,0,0,2,2,1,0,2,0,3,6,0,1,0,4,2,0,2,9,3,0,1,3,0,2,0,0,0,0,8,1,0,1,2,2,5,1,1,6,5,4,2,6,0,2,2,1,4,1,4,8,2,2,1,6,2,1,0,0,1,2,4,0,3,0,1,1,1,3,2,3,2,2,8,4,7,1,0,0,0,1,0,2,2,0,2,2,3,0,3,2,2,1,2,0,0,0,1,4,1,0,1,1,2,0,2,1,2,12,5,0,2,1,1,1,0,0,0,2,1,0,3,0,2,2,19,1,2,0,2,2,2,2,1,0,1,0,0,6,4,1,0,0,0,0,2,2,0,2,0,4,2,0,0,0,2,1,0,3,0
nh0199,0,0,0,3,2,0,0,7,0,2,0,0,0,1,0,1,0,0,4,0,1,0,0,0,3,0,0,2,1,3,1,0,5,1,0,3,3,0,0,1,0,0,1,2,6,0,1,7,2,0,0,1,2,0,1,0,3,1,6,3,3,0,1,2,1,0,3,4,3,0,0,0,0,5,2,0,0,0,1,0,0,1,1,0,1,1,4,3,0,0,1,0,0,0,2,0,0,0,2,0,0,2,6,1,0,0,0,1,0,1,1,3,0,14,2,4,3,0,0,0,0,2,2,1,0,0,1,0,0,0,2,4,0,3,0,2,5,1,0,17,0,2,0,1,12,4,1,0,2,0,1,0,1,3,2,0,2,0,0,2,1,1,1,0,4,5,0,0,0,0,1,1,1,0,0,0,0,3,0,1,0,3,2,0,3,0,1,0,1,3,0,0,4,1,1,3,0,0,2,0,1,0,0,1,0,0,0,0,3,0,2,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,3,1,2,0,0,1,2,3,0,3,0,0,0,0,3,0,0,1,4,7,0,0,2,0,0,4,0,0,3,2,0,0,1,0,0,1,5,2,2,4,0,0,1,1,3,1,2,2,0,3,0,1,0,2,2,0,0,1,2,1,1,11,1,3,5,1,0,2,1,4,0,1,0,0,2,0,1,0,3,1,2,3,1,0,1,2,0,0,4,1,2,2,2,0,2,0,2,1,1,1,0,0,2,1,2,3,0,1,0,5,1,1,3,0,1,0,6,1,4,0,1,1,1,1,2,1,1,3,2,0,3,1,2,0,1,0,0,1,0,2,2,1,1,0,1,1,1,2,0,0,0,3,0,2,0,0,0,0,1,2,1,0,1,3,2,1,1,3,4,0,1,1,3,4,1,1,4,3,4,2,0,0,0,4,1,1,2,1,5,3,3,0,0,4,0,7,0,1,4,2,0,1,8,4,0,1,0,0,1,1,1,1,1,1,3,0,1,3,0,0,0,7,7,1,1,0,0,0,1,0,0,5,0,5,1,1,5,2,5,1,3,1,2,2,4,4,5,1,2,0,1,3,2,0,0,0,0,2,1,1,2,3,0,0,2,0,2,0,2,6,2,0,3
nh0200,2,0,0,2,1,4,0,2,0,8,2,3,19,1,8,2,2,1,5,1,2,1,1,3,3,0,4,3,1,5,2,1,17,1,1,7,2,0,2,5,3,2,1,3,17,0,0,0,0,0,1,1,2,1,0,3,0,2,3,0,1,7,0,5,2,3,1,4,3,0,7,3,1,4,3,0,0,0,3,0,0,1,1,3,3,3,1,2,3,0,0,0,1,1,4,0,0,0,8,3,0,3,1,2,1,1,3,6,4,1,0,1,11,11,0,1,0,0,0,14,1,7,1,2,2,2,2,3,0,0,1,1,1,2,3,0,1,1,1,9,4,3,0,4,16,1,1,0,1,1,8,3,3,11,3,2,5,0,0,0,0,3,0,1,1,1,9,0,13,7,6,3,2,2,0,0,9,11,0,2,0,0,1,6,9,0,0,0,6,4,2,1,0,2,0,1,0,3,0,0,1,19,13,1,0,19,0,1,3,3,1,17,1,3,4,5,2,0,1,1,1,4,5,1,1,2,1,3,2,1,4,0,7,0,0,8,4,3,1,2,5,11,5,0,1,9,8,0,1,11,0,4,4,1,7,2,2,6,0,2,4,1,8,8,0,10,2,0,1,0,0,2,1,1,2,2,8,1,0,0,0,4,1,1,6,6,3,7,4,2,2,8,2,2,0,2,0,1,0,0,2,0,0,3,2,3,3,2,1,0,1,3,7,1,1,1,20,6,2,0,0,0,0,4,5,9,4,0,0,1,4,7,2,1,1,7,4,7,8,5,6,0,1,7,4,0,2,2,2,8,2,1,0,3,1,1,4,1,4,8,1,1,0,2,0,0,2,0,2,0,9,1,2,1,2,5,2,2,2,1,0,2,0,5,1,4,0,2,8,9,3,0,9,0,2,0,0,3,3,5,2,0,2,7,2,5,1,2,2,4,1,2,2,0,1,4,3,3,1,4,6,2,3,2,1,1,0,4,1,17,5,1,3,8,1,1,0,4,0,0,4,0,2,1,1,0,7,1,0,5,2,2,7,7,2,0,0,3,7,1,1,4,1,16,0,7,1,0,1,1,2,4,4,5,0,0,1,0,4,5,1,1,1,6,1,4,1,1,0,0,1,2,1,1,2,5,0,0,3,0
nh0201,24,0,3,6,22,0,3,48,0,3,0,14,21,1,0,20,7,1,18,3,8,1,3,0,10,0,1,10,6,6,1,1,24,7,2,25,12,5,4,12,6,0,2,2,8,7,1,0,19,4,5,10,2,1,1,4,9,7,29,2,1,19,3,9,7,6,2,4,4,56,0,18,5,7,9,1,1,1,3,15,9,1,2,9,5,0,6,1,2,0,4,0,3,1,26,0,0,1,2,24,1,7,8,2,4,8,1,10,4,0,5,5,12,58,11,1,8,0,0,10,0,0,4,5,0,3,0,33,0,0,2,6,1,9,1,3,19,1,2,59,2,2,1,3,8,3,0,30,5,0,5,3,4,10,8,1,16,3,3,0,0,1,5,3,4,11,8,3,66,3,5,1,5,4,7,4,9,1,8,3,0,26,0,2,0,0,3,10,1,2,3,4,8,6,4,32,4,33,14,4,0,0,7,3,1,32,1,15,7,8,2,4,3,12,1,0,4,4,3,2,9,0,0,0,1,3,5,17,25,1,2,0,0,5,3,10,11,6,1,0,5,1,1,3,4,25,30,6,0,3,5,4,3,1,6,2,4,1,16,16,0,0,6,1,5,12,21,0,0,1,5,6,4,2,4,2,11,33,8,2,2,9,3,1,2,2,16,10,31,20,7,7,5,1,10,0,7,4,3,6,16,4,1,1,0,0,2,2,11,5,2,1,6,7,7,8,7,5,4,2,0,14,8,6,0,9,6,3,3,10,0,2,2,3,2,6,13,7,19,30,26,18,16,15,24,18,2,3,3,0,1,1,3,0,11,9,9,16,4,6,10,14,0,0,13,8,5,7,3,6,1,6,6,6,20,13,3,10,5,14,2,12,10,5,6,3,8,8,3,1,27,2,5,4,14,7,3,6,12,2,2,4,10,11,2,20,6,7,9,4,25,17,10,19,13,22,7,18,7,2,25,2,1,7,8,4,2,13,0,11,8,3,5,7,4,1,3,9,12,6,10,4,4,0,6,3,6,4,7,41,3,5,13,13,7,20,14,0,5,0,5,3,1,7,2,24,10,1,4,2,3,1,5,11,5,5,7,2,7,11,2,3,4,5,6,11,3,3,1,2,28,3,4,5,4,6,5,7,16,8
nh0202,0,12,0,8,4,7,3,46,0,1,1,7,16,17,10,15,1,6,2,6,29,1,4,2,6,2,6,3,2,3,2,34,45,6,4,12,9,3,7,15,15,10,6,3,8,1,2,2,4,5,27,11,2,14,5,5,2,4,5,4,1,10,3,9,10,0,4,2,7,2,5,0,5,3,2,4,3,8,7,2,5,5,5,3,10,18,19,3,6,1,24,0,15,5,17,3,2,0,6,17,7,7,24,4,0,3,0,6,4,20,3,13,2,20,25,5,8,1,3,15,7,7,1,7,5,1,7,5,2,5,4,6,4,1,4,9,31,7,5,44,3,1,10,5,1,2,3,0,6,1,5,8,9,7,13,8,6,9,3,1,0,0,9,7,9,17,2,15,1,0,5,6,9,8,6,3,6,22,4,4,7,8,2,11,7,1,18,0,2,14,12,4,8,5,2,2,3,3,9,18,1,0,2,0,1,21,10,11,1,1,5,16,3,0,1,2,19,4,2,5,3,13,4,9,34,9,5,0,13,6,2,1,4,15,17,3,0,8,6,2,1,2,0,0,3,8,10,7,0,15,0,4,0,0,5,0,3,2,14,4,3,4,8,6,1,16,4,7,2,7,7,2,3,4,3,4,10,1,9,11,10,4,7,2,4,6,1,3,18,2,2,11,7,0,4,2,8,1,3,4,14,8,11,14,3,7,10,3,5,3,2,0,2,4,5,5,10,2,3,4,14,13,19,26,23,6,4,7,3,1,11,4,2,7,7,18,7,2,4,10,15,6,15,21,1,10,3,9,3,30,10,7,0,9,5,2,2,8,0,11,3,10,13,6,3,14,10,6,4,2,3,0,2,4,9,11,3,1,16,4,7,31,6,12,2,14,10,19,3,3,15,4,8,9,5,8,5,9,4,7,1,3,8,12,5,10,6,5,5,3,6,5,3,12,3,20,3,10,3,6,22,5,1,5,2,3,1,1,4,14,20,7,10,3,3,7,5,9,6,7,6,13,7,5,3,5,6,5,7,10,13,4,3,0,4,7,10,2,23,6,7,1,1,25,5,60,24,10,11,10,6,8,48,35,14,16,11,6,14,6,3,2,1,0,3,12,1,15,1,3,9,6,2,3,5,3,22,1,0,0
nh0203,3,8,2,16,11,5,2,29,1,8,0,1,23,18,10,8,1,5,10,2,0,2,7,5,9,11,1,18,15,18,0,12,23,14,6,31,76,2,7,9,2,9,4,8,40,11,9,2,3,4,2,13,4,1,8,19,6,8,21,0,0,26,0,4,10,12,13,14,29,5,8,2,4,19,52,13,15,9,2,2,5,5,6,10,8,1,2,6,1,2,8,1,3,12,15,0,2,4,7,4,0,6,9,3,0,2,6,23,11,4,0,25,32,91,37,1,4,1,7,5,1,4,5,10,11,8,0,29,0,6,14,15,9,4,0,8,2,30,5,41,7,14,6,18,24,10,3,1,10,7,9,7,8,21,18,2,16,3,0,0,0,3,1,5,12,6,17,1,10,3,2,6,22,6,5,7,23,17,11,5,6,7,1,12,8,1,11,9,6,10,7,5,9,7,8,20,5,2,2,6,0,11,19,3,5,31,11,6,7,15,5,17,12,1,1,6,0,4,10,3,2,5,13,0,12,2,15,4,4,3,8,3,3,12,10,5,19,13,6,1,10,18,4,29,2,32,42,18,4,24,3,10,27,12,27,7,7,3,1,15,14,3,6,5,6,23,11,1,2,5,11,3,6,16,21,2,11,7,3,6,4,4,6,2,8,22,35,16,149,15,16,12,7,7,3,11,2,10,0,6,12,11,4,18,1,8,20,5,6,16,27,15,7,17,6,8,66,22,6,1,7,6,4,3,6,9,6,6,1,4,17,4,7,4,18,10,9,12,17,16,15,6,7,17,3,1,6,1,0,4,6,11,5,10,6,6,18,7,2,3,6,4,7,2,0,5,7,4,2,3,9,2,1,3,12,12,5,12,16,6,3,16,13,3,3,20,11,24,21,36,11,3,2,0,8,6,2,5,6,5,2,6,5,13,4,20,6,8,10,14,9,6,7,19,4,22,6,21,1,0,8,2,9,2,5,4,4,8,13,19,17,5,10,12,0,5,4,7,12,6,48,13,6,11,20,9,10,9,25,19,5,12,7,14,2,0,4,3,63,9,33,16,2,77,5,37,17,4,16,7,13,7,15,19,11,11,10,3,16,23,14,8,8,5,5,12,11,9,13,8,14,14,23,17,9,24,9,27,3,6
nh0204,2,3,0,4,1,0,0,9,0,1,6,0,5,0,0,3,0,3,3,2,2,0,2,4,4,3,12,8,1,21,0,1,0,0,7,6,6,0,2,2,0,0,1,1,5,1,2,0,0,0,1,3,0,0,0,0,2,1,4,3,0,0,0,0,2,3,0,3,4,0,1,2,1,2,0,1,0,1,0,0,2,2,4,1,5,0,0,1,2,0,4,0,0,3,2,0,1,5,1,0,0,2,11,1,12,3,15,1,19,1,0,8,4,9,8,4,10,14,2,0,0,0,1,1,0,0,0,1,0,1,2,3,4,2,1,4,7,3,3,10,1,1,0,6,0,2,0,0,1,0,4,1,4,2,1,4,6,1,4,1,0,1,5,3,2,5,2,0,0,1,1,1,4,2,1,2,0,0,3,1,1,0,2,2,2,0,0,0,0,5,5,1,0,1,3,1,2,0,1,3,0,3,0,3,0,5,0,2,4,2,4,3,1,4,1,3,4,1,3,1,1,0,0,5,1,0,1,0,2,0,0,0,4,0,5,6,4,2,0,1,2,4,2,0,2,4,3,3,1,1,0,0,0,0,1,1,4,0,4,2,2,0,5,1,0,8,4,2,0,3,1,4,2,2,3,0,4,0,1,0,1,0,5,0,2,2,2,1,13,0,0,3,6,1,0,2,1,0,0,1,1,4,1,0,1,0,1,1,0,2,1,0,1,0,6,1,3,0,1,1,0,2,1,0,2,2,2,2,1,0,3,5,0,0,0,6,1,1,2,1,1,5,1,6,4,2,0,3,1,5,3,0,0,1,0,0,3,0,0,3,3,3,3,2,0,3,1,1,1,2,4,1,2,1,1,2,0,0,1,2,3,1,7,2,2,0,0,1,0,3,3,1,5,1,6,2,1,1,0,0,1,1,1,1,2,1,4,0,2,4,4,1,1,1,1,9,3,5,0,0,8,2,0,3,3,3,0,0,1,5,2,0,2,4,1,0,2,3,0,4,0,4,3,5,4,1,3,0,25,7,2,2,0,2,1,0,1,0,10,2,0,0,2,10,6,12,4,1,2,3,2,4,11,10,7,3,2,2,6,2,2,1,3,0,3,1,2,2,0,0,5,1,0,0,2,0,2,0,0,4
nh0205,2,4,0,1,1,1,0,11,0,2,9,0,0,4,2,4,2,0,4,6,3,2,0,2,1,0,3,4,1,3,1,1,0,1,8,2,3,0,2,3,0,1,0,0,5,0,0,0,0,1,2,1,1,0,0,3,3,0,4,4,0,2,1,2,2,1,2,2,3,1,3,5,0,4,0,1,2,0,0,0,1,2,0,0,0,1,1,0,3,7,7,0,0,1,5,1,0,0,1,0,2,0,1,3,0,1,2,9,3,0,4,3,3,10,0,0,4,4,1,0,3,2,1,4,0,3,1,2,0,0,5,4,0,0,0,2,2,1,0,14,2,3,2,5,0,3,2,0,2,4,3,0,1,4,2,1,2,1,2,0,0,0,5,3,1,1,1,0,0,2,3,2,2,0,1,1,0,0,1,0,3,5,0,2,0,0,2,1,0,1,1,2,1,0,4,1,1,1,0,4,0,1,0,1,1,0,4,2,2,1,3,2,0,1,2,2,2,2,5,0,1,0,1,1,1,0,0,0,0,1,1,0,0,3,3,2,1,5,1,2,2,5,1,0,3,0,8,0,2,2,0,0,1,1,1,0,0,1,1,2,0,0,2,5,4,4,6,0,2,1,3,2,0,1,1,2,4,0,1,1,4,3,0,0,4,7,0,0,11,1,0,2,0,2,0,0,0,4,3,0,2,2,2,5,1,2,1,1,0,2,0,1,0,2,3,0,10,2,1,0,4,2,1,0,2,3,4,0,0,0,2,0,0,3,3,4,10,1,0,3,3,6,0,5,6,2,0,1,8,6,7,0,1,4,0,0,5,1,3,1,4,2,2,1,2,0,2,1,2,6,1,0,0,0,0,1,0,0,5,1,1,6,4,3,1,4,0,3,4,4,4,3,0,1,2,2,1,0,1,6,1,3,1,5,2,0,2,1,1,3,1,3,3,2,1,5,5,0,0,0,14,0,2,1,4,4,5,2,1,3,1,2,4,2,0,0,2,2,3,0,0,4,0,1,1,4,0,1,14,5,0,1,0,1,1,0,1,0,1,0,0,4,2,7,5,8,3,2,0,2,3,2,3,3,1,2,1,3,2,2,2,1,3,0,2,2,1,2,1,0,0,3,0,1,3,0,0,1,2,6
nh0206,6,2,0,0,2,8,1,3,1,7,2,6,16,2,5,2,0,3,4,5,3,2,2,1,1,0,0,7,4,0,0,0,16,0,0,5,2,0,2,1,8,1,1,6,9,4,0,0,1,1,1,0,1,3,2,3,0,3,1,2,6,3,0,5,1,3,2,4,4,0,1,4,1,4,2,3,0,0,2,0,1,2,2,0,4,7,10,2,2,0,4,0,0,0,1,0,0,0,5,6,0,1,3,2,2,0,1,4,1,0,0,2,15,25,0,1,2,0,0,5,3,2,0,1,6,11,1,7,0,0,7,4,1,4,0,2,3,0,0,14,2,4,0,4,12,2,0,0,1,0,1,2,2,1,0,8,1,1,1,1,3,2,2,4,3,1,5,0,7,5,6,6,2,0,5,1,9,13,0,7,3,5,5,1,7,0,1,1,3,0,2,2,4,5,1,2,0,2,0,8,3,3,10,3,0,14,1,2,0,11,1,5,1,5,4,1,0,1,1,0,2,11,2,2,0,2,0,10,0,4,2,0,9,1,4,4,10,2,0,1,2,4,12,1,0,10,5,0,0,4,0,1,3,0,2,2,2,3,3,2,3,0,6,6,2,6,3,0,1,1,1,4,5,4,4,6,3,0,0,2,0,0,2,1,3,2,3,3,14,3,6,3,2,3,0,3,1,1,3,0,2,4,0,4,2,2,6,1,1,1,4,11,3,0,4,3,22,5,2,1,0,3,0,3,7,5,2,1,3,3,2,2,3,1,3,1,1,4,3,3,1,0,1,4,0,4,5,2,1,8,2,3,1,0,1,0,11,1,6,8,1,1,0,3,0,0,3,1,0,1,2,0,1,3,2,2,2,1,0,1,0,0,0,3,3,6,3,0,12,5,8,1,12,0,3,3,2,2,2,7,2,0,9,5,0,6,1,2,2,3,1,1,1,3,1,6,2,9,1,2,8,2,0,2,0,3,1,2,2,9,1,2,2,17,5,0,1,6,2,0,3,6,2,0,3,1,4,5,1,4,3,0,2,5,3,0,2,8,10,1,0,6,5,13,3,4,2,1,2,2,2,2,6,5,2,2,4,2,4,2,0,1,1,6,0,0,0,2,1,2,1,2,2,2,2,14,1,3,2,1
